doc_id,source_document_id,pdf_url,original_url,local_pdf_path,expected_size_bytes,download_ok,file_size_bytes,download_error
rtve_1763,1763,https://www.rtve.es/contenidos/documentos/23f-desclasificado/156_2026_d19_aga_83_07633_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1763/original,data/raw/pdfs_rtve/rtve_1763.pdf,1618335,True,1618335,
rtve_1762,1762,https://www.rtve.es/contenidos/documentos/23f-desclasificado/155_2026_d18_aga_83_07633_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1762/original,data/raw/pdfs_rtve/rtve_1762.pdf,848526,True,848526,
rtve_1761,1761,https://www.rtve.es/contenidos/documentos/23f-desclasificado/154_2026_d17_agmae_r40201_exp_215.pdf,https://23fbuscador.rtve.es/document/ocr/1761/original,data/raw/pdfs_rtve/rtve_1761.pdf,823557,True,823557,
rtve_1760,1760,https://www.rtve.es/contenidos/documentos/23f-desclasificado/153_2026_d16_agmae_r40201_exp_215.pdf,https://23fbuscador.rtve.es/document/ocr/1760/original,data/raw/pdfs_rtve/rtve_1760.pdf,849529,True,849529,
rtve_1759,1759,https://www.rtve.es/contenidos/documentos/23f-desclasificado/152_2026_d15_agmae_r40201_exp_215.pdf,https://23fbuscador.rtve.es/document/ocr/1759/original,data/raw/pdfs_rtve/rtve_1759.pdf,1668759,True,1668759,
rtve_1758,1758,https://www.rtve.es/contenidos/documentos/23f-desclasificado/151_2026_d14_agmae_r39017_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1758/original,data/raw/pdfs_rtve/rtve_1758.pdf,2254249,True,2254249,
rtve_1757,1757,https://www.rtve.es/contenidos/documentos/23f-desclasificado/150_2026_d13_agmae_r39017_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1757/original,data/raw/pdfs_rtve/rtve_1757.pdf,988033,True,988033,
rtve_1756,1756,https://www.rtve.es/contenidos/documentos/23f-desclasificado/14_1981_informe_de_las_distintas_jefaturas_superiores_comisaria_general_de_informacion_s.pdf,https://23fbuscador.rtve.es/document/ocr/1756/original,data/raw/pdfs_rtve/rtve_1756.pdf,809491,True,809491,
rtve_1755,1755,https://www.rtve.es/contenidos/documentos/23f-desclasificado/149_2026_d12_agmae_r39017_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1755/original,data/raw/pdfs_rtve/rtve_1755.pdf,1051991,True,1051991,
rtve_1754,1754,https://www.rtve.es/contenidos/documentos/23f-desclasificado/148_2026_d11_agmae_r39017_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1754/original,data/raw/pdfs_rtve/rtve_1754.pdf,1018468,True,1018468,
rtve_1753,1753,https://www.rtve.es/contenidos/documentos/23f-desclasificado/147_2026_d10_agmae_r39017_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1753/original,data/raw/pdfs_rtve/rtve_1753.pdf,1133135,True,1133135,
rtve_1752,1752,https://www.rtve.es/contenidos/documentos/23f-desclasificado/146_2026_d9_agmae_r39017_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1752/original,data/raw/pdfs_rtve/rtve_1752.pdf,1002027,True,1002027,
rtve_1751,1751,https://www.rtve.es/contenidos/documentos/23f-desclasificado/145_2026_d8_agmae_r39017_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1751/original,data/raw/pdfs_rtve/rtve_1751.pdf,3190652,True,3190652,
rtve_1750,1750,https://www.rtve.es/contenidos/documentos/23f-desclasificado/144_2026_d7_agmae_r39017_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1750/original,data/raw/pdfs_rtve/rtve_1750.pdf,1047933,True,1047933,
rtve_1749,1749,https://www.rtve.es/contenidos/documentos/23f-desclasificado/143_2026_d6_agmae_r39017_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1749/original,data/raw/pdfs_rtve/rtve_1749.pdf,1024414,True,1024414,
rtve_1748,1748,https://www.rtve.es/contenidos/documentos/23f-desclasificado/142_2026_d5_agmae_r39017_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1748/original,data/raw/pdfs_rtve/rtve_1748.pdf,1061125,True,1061125,
rtve_1747,1747,https://www.rtve.es/contenidos/documentos/23f-desclasificado/141_2026_d4_agmae_r39017_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1747/original,data/raw/pdfs_rtve/rtve_1747.pdf,965782,True,965782,
rtve_1746,1746,https://www.rtve.es/contenidos/documentos/23f-desclasificado/140_2026_d3_agmae_r39017_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1746/original,data/raw/pdfs_rtve/rtve_1746.pdf,2038379,True,2038379,
rtve_1745,1745,https://www.rtve.es/contenidos/documentos/23f-desclasificado/13_1981_informe_de_las_distintas_jefaturas_superiores_comisaria_general_de_informacion_s.pdf,https://23fbuscador.rtve.es/document/ocr/1745/original,data/raw/pdfs_rtve/rtve_1745.pdf,1440405,True,1440405,
rtve_1744,1744,https://www.rtve.es/contenidos/documentos/23f-desclasificado/139_2026_d2_agmae_r39017_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1744/original,data/raw/pdfs_rtve/rtve_1744.pdf,1213448,True,1213448,
rtve_1743,1743,https://www.rtve.es/contenidos/documentos/23f-desclasificado/138_2026_d1_agmae_r39017_exp_4.pdf,https://23fbuscador.rtve.es/document/ocr/1743/original,data/raw/pdfs_rtve/rtve_1743.pdf,2055302,True,2055302,
rtve_1742,1742,https://www.rtve.es/contenidos/documentos/23f-desclasificado/137_2026_secreto_distribucion_de_los_procesados_por_la_causa_281_en_diferentes_unidades_m.pdf,https://23fbuscador.rtve.es/document/ocr/1742/original,data/raw/pdfs_rtve/rtve_1742.pdf,12552467,True,12552467,
rtve_1741,1741,https://www.rtve.es/contenidos/documentos/23f-desclasificado/136_2026_secreto_informacion_sobre_circunstancias_de_la_detencion_de_milans_del_bosch.pdf,https://23fbuscador.rtve.es/document/ocr/1741/original,data/raw/pdfs_rtve/rtve_1741.pdf,1017204,True,1017204,
rtve_1740,1740,https://www.rtve.es/contenidos/documentos/23f-desclasificado/135_2026_reservado_dacion_en_cuenta_de_recurso_de_queja_de_milans_del_bosch_sobre_su_dete.pdf,https://23fbuscador.rtve.es/document/ocr/1740/original,data/raw/pdfs_rtve/rtve_1740.pdf,3642487,True,3642487,
rtve_1739,1739,https://www.rtve.es/contenidos/documentos/23f-desclasificado/134_2026_secreto_copia_de_telex_dando_instrucciones_sobre_medidas_de_seguridad_con_las_vi.pdf,https://23fbuscador.rtve.es/document/ocr/1739/original,data/raw/pdfs_rtve/rtve_1739.pdf,11950298,True,11950298,
rtve_1738,1738,https://www.rtve.es/contenidos/documentos/23f-desclasificado/133_2026_secreto_comunicando_levantamiento_de_incomunicacion_de_tejero.pdf,https://23fbuscador.rtve.es/document/ocr/1738/original,data/raw/pdfs_rtve/rtve_1738.pdf,7934206,True,7934206,
rtve_1737,1737,https://www.rtve.es/contenidos/documentos/23f-desclasificado/132_2026_secreto_comunicando_sancion_a_consejeros_del_consejo_supremo_de_justicia_militar.pdf,https://23fbuscador.rtve.es/document/ocr/1737/original,data/raw/pdfs_rtve/rtve_1737.pdf,4101639,True,4101639,
rtve_1736,1736,https://www.rtve.es/contenidos/documentos/23f-desclasificado/131_2026_secreto_informe_juridico_sobre_recurso_contra_la_desestimacion_de_la_recusacion_.pdf,https://23fbuscador.rtve.es/document/ocr/1736/original,data/raw/pdfs_rtve/rtve_1736.pdf,8051761,True,8051761,
rtve_1735,1735,https://www.rtve.es/contenidos/documentos/23f-desclasificado/130_2026_secreto_traslado_de_peticiones_de_los_abogados_de_los_condenados.pdf,https://23fbuscador.rtve.es/document/ocr/1735/original,data/raw/pdfs_rtve/rtve_1735.pdf,2012774,True,2012774,
rtve_1734,1734,https://www.rtve.es/contenidos/documentos/23f-desclasificado/12_1978_nota_informativa_sobre_la_repercusion_en_prensa_del_arresto_de_tejero_en_1978_cu.pdf,https://23fbuscador.rtve.es/document/ocr/1734/original,data/raw/pdfs_rtve/rtve_1734.pdf,3022169,True,3022169,
rtve_1733,1733,https://www.rtve.es/contenidos/documentos/23f-desclasificado/129_2026_secreto_comunicacion_procesamiento_implicado.pdf,https://23fbuscador.rtve.es/document/ocr/1733/original,data/raw/pdfs_rtve/rtve_1733.pdf,3366578,True,3366578,
rtve_1732,1732,https://www.rtve.es/contenidos/documentos/23f-desclasificado/128_2026_secreto_comunicacion_procesamiento_implicado.pdf,https://23fbuscador.rtve.es/document/ocr/1732/original,data/raw/pdfs_rtve/rtve_1732.pdf,3481678,True,3481678,
rtve_1731,1731,https://www.rtve.es/contenidos/documentos/23f-desclasificado/127_2026_reservado_comunicacion_procesamiento_implicado.pdf,https://23fbuscador.rtve.es/document/ocr/1731/original,data/raw/pdfs_rtve/rtve_1731.pdf,3526738,True,3526738,
rtve_1730,1730,https://www.rtve.es/contenidos/documentos/23f-desclasificado/126_2026_reservado_comunicacion_procesamiento_implicado.pdf,https://23fbuscador.rtve.es/document/ocr/1730/original,data/raw/pdfs_rtve/rtve_1730.pdf,3567415,True,3567415,
rtve_1729,1729,https://www.rtve.es/contenidos/documentos/23f-desclasificado/125_2026_reservado_comunicacion_procesamiento_implicado.pdf,https://23fbuscador.rtve.es/document/ocr/1729/original,data/raw/pdfs_rtve/rtve_1729.pdf,3496784,True,3496784,
rtve_1728,1728,https://www.rtve.es/contenidos/documentos/23f-desclasificado/124_2026_reservado_comunicacion_procesamiento_implicado.pdf,https://23fbuscador.rtve.es/document/ocr/1728/original,data/raw/pdfs_rtve/rtve_1728.pdf,3489059,True,3489059,
rtve_1727,1727,https://www.rtve.es/contenidos/documentos/23f-desclasificado/123_2026_reservado_comunicacion_procesamiento_implicado.pdf,https://23fbuscador.rtve.es/document/ocr/1727/original,data/raw/pdfs_rtve/rtve_1727.pdf,3525348,True,3525348,
rtve_1726,1726,https://www.rtve.es/contenidos/documentos/23f-desclasificado/122_2026_reservado_comunicacion_procesamiento_implicado.pdf,https://23fbuscador.rtve.es/document/ocr/1726/original,data/raw/pdfs_rtve/rtve_1726.pdf,3579176,True,3579176,
rtve_1725,1725,https://www.rtve.es/contenidos/documentos/23f-desclasificado/121_2026_reservado_comunicacion_del_procesamiento_de_milans.pdf,https://23fbuscador.rtve.es/document/ocr/1725/original,data/raw/pdfs_rtve/rtve_1725.pdf,4187667,True,4187667,
rtve_1724,1724,https://www.rtve.es/contenidos/documentos/23f-desclasificado/120_2026_reservado_oficio_dando_cuenta_toma_de_declaracion.pdf,https://23fbuscador.rtve.es/document/ocr/1724/original,data/raw/pdfs_rtve/rtve_1724.pdf,2082807,True,2082807,
rtve_1723,1723,https://www.rtve.es/contenidos/documentos/23f-desclasificado/11_1978_nota_sobre_la_comparecencia_del_teniente_coronel_tejero_informando_sobre_una_reu.pdf,https://23fbuscador.rtve.es/document/ocr/1723/original,data/raw/pdfs_rtve/rtve_1723.pdf,101026,True,101026,
rtve_1722,1722,https://www.rtve.es/contenidos/documentos/23f-desclasificado/119_2026_reservado_oficio_dando_cuenta_toma_de_declaracion.pdf,https://23fbuscador.rtve.es/document/ocr/1722/original,data/raw/pdfs_rtve/rtve_1722.pdf,1977773,True,1977773,
rtve_1721,1721,https://www.rtve.es/contenidos/documentos/23f-desclasificado/118_2026_secreto_oficio_dando_cuenta_toma_de_declaracion.pdf,https://23fbuscador.rtve.es/document/ocr/1721/original,data/raw/pdfs_rtve/rtve_1721.pdf,2079237,True,2079237,
rtve_1720,1720,https://www.rtve.es/contenidos/documentos/23f-desclasificado/117_2026_secreto_oficio_dando_cuenta_toma_de_declaracion.pdf,https://23fbuscador.rtve.es/document/ocr/1720/original,data/raw/pdfs_rtve/rtve_1720.pdf,2010421,True,2010421,
rtve_1719,1719,https://www.rtve.es/contenidos/documentos/23f-desclasificado/116_2026_reservado_informe_de_asesoria_juridica_general_sobre_su_situacion_administrativa.pdf,https://23fbuscador.rtve.es/document/ocr/1719/original,data/raw/pdfs_rtve/rtve_1719.pdf,8325317,True,8325317,
rtve_1718,1718,https://www.rtve.es/contenidos/documentos/23f-desclasificado/115_2026_reservado_hoja_de_servicios_del_cap_sanchez_valiente.pdf,https://23fbuscador.rtve.es/document/ocr/1718/original,data/raw/pdfs_rtve/rtve_1718.pdf,2002157,True,2002157,
rtve_1717,1717,https://www.rtve.es/contenidos/documentos/23f-desclasificado/114_2026_reservado_parte_por_abandono_de_destino_del_cap_sanchez_valiente.pdf,https://23fbuscador.rtve.es/document/ocr/1717/original,data/raw/pdfs_rtve/rtve_1717.pdf,7412965,True,7412965,
rtve_1716,1716,https://www.rtve.es/contenidos/documentos/23f-desclasificado/113_1987_revision_de_la_sentencia_dictada_en_la_causa_281_del_csjm_19_de_octubre_de_1987.pdf,https://23fbuscador.rtve.es/document/ocr/1716/original,data/raw/pdfs_rtve/rtve_1716.pdf,624412,True,624412,
rtve_1715,1715,https://www.rtve.es/contenidos/documentos/23f-desclasificado/112_1982_sobre_entrevistas_de_sm_el_rey_con_militares_implicados_en_el_23_f_5_de_febrero_.pdf,https://23fbuscador.rtve.es/document/ocr/1715/original,data/raw/pdfs_rtve/rtve_1715.pdf,121984,True,121984,
rtve_1714,1714,https://www.rtve.es/contenidos/documentos/23f-desclasificado/111_1982_comparecimiento_en_consejo_supremo_un_oficial_y_dos_guardias_12_de_enero_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1714/original,data/raw/pdfs_rtve/rtve_1714.pdf,89651,True,89651,
rtve_1713,1713,https://www.rtve.es/contenidos/documentos/23f-desclasificado/110_1982_certificacion_solicitada_para_su_union_a_la_causa_281_del_csjm_12_de_enero_de_19.pdf,https://23fbuscador.rtve.es/document/ocr/1713/original,data/raw/pdfs_rtve/rtve_1713.pdf,172216,True,172216,
rtve_1712,1712,https://www.rtve.es/contenidos/documentos/23f-desclasificado/10_1975_oficio_zona_pais_vasco_que_expresa_una_comunicacion_del_teniente_coronel_tejero_.pdf,https://23fbuscador.rtve.es/document/ocr/1712/original,data/raw/pdfs_rtve/rtve_1712.pdf,98458,True,98458,
rtve_1711,1711,https://www.rtve.es/contenidos/documentos/23f-desclasificado/109_1982_solicitando_datos_sobre_el_cte_cortina_y_equipos_de_transmisiones_8_de_enero_de_.pdf,https://23fbuscador.rtve.es/document/ocr/1711/original,data/raw/pdfs_rtve/rtve_1711.pdf,160901,True,160901,
rtve_1710,1710,https://www.rtve.es/contenidos/documentos/23f-desclasificado/108_1982_interesando_comparecencia_del_capitan_de_la_guardia_civil_jose_ramon_toston_de_l.pdf,https://23fbuscador.rtve.es/document/ocr/1710/original,data/raw/pdfs_rtve/rtve_1710.pdf,105539,True,105539,
rtve_1709,1709,https://www.rtve.es/contenidos/documentos/23f-desclasificado/107_2026_traslado_de_un_escrito.pdf,https://23fbuscador.rtve.es/document/ocr/1709/original,data/raw/pdfs_rtve/rtve_1709.pdf,169379,True,169379,
rtve_1708,1708,https://www.rtve.es/contenidos/documentos/23f-desclasificado/106_1981_capitan_sanchez_valiente_2_de_junio_de_1981.pdf,https://23fbuscador.rtve.es/document/ocr/1708/original,data/raw/pdfs_rtve/rtve_1708.pdf,167422,True,167422,
rtve_1707,1707,https://www.rtve.es/contenidos/documentos/23f-desclasificado/105_1981_comentarios_efectuados_por_el_capitan_de_la_guardia_civil_sanchez_valiente_en_ro.pdf,https://23fbuscador.rtve.es/document/ocr/1707/original,data/raw/pdfs_rtve/rtve_1707.pdf,481075,True,481075,
rtve_1706,1706,https://www.rtve.es/contenidos/documentos/23f-desclasificado/104_1981_procesamiento_de_un_jefe_22_de_mayo_de_1981.pdf,https://23fbuscador.rtve.es/document/ocr/1706/original,data/raw/pdfs_rtve/rtve_1706.pdf,65221,True,65221,
rtve_1705,1705,https://www.rtve.es/contenidos/documentos/23f-desclasificado/103_1981_referencias_en_los_medios_de_comunicacion_social_a_personal_del_centro_vinculada.pdf,https://23fbuscador.rtve.es/document/ocr/1705/original,data/raw/pdfs_rtve/rtve_1705.pdf,157780,True,157780,
rtve_1704,1704,https://www.rtve.es/contenidos/documentos/23f-desclasificado/102_1981_relaciones_entre_algunos_militares_y_paisanos_armados_14_de_abril_de_1981.pdf,https://23fbuscador.rtve.es/document/ocr/1704/original,data/raw/pdfs_rtve/rtve_1704.pdf,131899,True,131899,
rtve_1703,1703,https://www.rtve.es/contenidos/documentos/23f-desclasificado/101_1981_semestral_de_la_amenaza_interior_10_de_febrero_de_1981_9_de_marzo_de_1981.pdf,https://23fbuscador.rtve.es/document/ocr/1703/original,data/raw/pdfs_rtve/rtve_1703.pdf,4568995,True,4568995,
rtve_1702,1702,https://www.rtve.es/contenidos/documentos/23f-desclasificado/100_1982_vista_oral_281_del_consejo_supremo_de_justicia_militar_19_de_febrero_de_1982.pdf,https://23fbuscador.rtve.es/document/ocr/1702/original,data/raw/pdfs_rtve/rtve_1702.pdf,670933,True,670933,
rtve_1701,1701,https://www.rtve.es/contenidos/documentos/23f-desclasificado/09_1981_telex_interiores_y_de_agencias_recibidos_en_2%C2%AA_seccion_em_el_dia_23_f_informando.pdf,https://23fbuscador.rtve.es/document/ocr/1701/original,data/raw/pdfs_rtve/rtve_1701.pdf,6915857,True,6915857,
rtve_1700,1700,https://www.rtve.es/contenidos/documentos/23f-desclasificado/08_2026_nota_del_em_de_la_guardia_civil_con_una_secuencia_parcial_de_los_hechos_del_asal.pdf,https://23fbuscador.rtve.es/document/ocr/1700/original,data/raw/pdfs_rtve/rtve_1700.pdf,310027,True,310027,
rtve_1699,1699,https://www.rtve.es/contenidos/documentos/23f-desclasificado/07_2026_transcripcion_de_cintas_grabadas_con_conversaciones_telefonicas_con_varias_perso.pdf,https://23fbuscador.rtve.es/document/ocr/1699/original,data/raw/pdfs_rtve/rtve_1699.pdf,6425387,True,6425387,
rtve_1698,1698,https://www.rtve.es/contenidos/documentos/23f-desclasificado/06_2026_documento_manuscrito_de_posible_planificacion_del_golpe.pdf,https://23fbuscador.rtve.es/document/ocr/1698/original,data/raw/pdfs_rtve/rtve_1698.pdf,246221,True,246221,
rtve_1697,1697,https://www.rtve.es/contenidos/documentos/23f-desclasificado/05_1980_documentacion_con_una_presunta_planificacion_del_golpe_manuscrita_1980.pdf,https://23fbuscador.rtve.es/document/ocr/1697/original,data/raw/pdfs_rtve/rtve_1697.pdf,2791577,True,2791577,
rtve_1696,1696,https://www.rtve.es/contenidos/documentos/23f-desclasificado/04_1981_conversaciones_telefonicas_de_presuntamente_la_unidad_militar_el_pardo_24_de_feb.pdf,https://23fbuscador.rtve.es/document/ocr/1696/original,data/raw/pdfs_rtve/rtve_1696.pdf,618188,True,618188,
rtve_1695,1695,https://www.rtve.es/contenidos/documentos/23f-desclasificado/03_2026_transcripcion_de_conversacion_telefonica_de_garcia_carres_con_otra_persona_despu.pdf,https://23fbuscador.rtve.es/document/ocr/1695/original,data/raw/pdfs_rtve/rtve_1695.pdf,96475,True,96475,
rtve_1694,1694,https://www.rtve.es/contenidos/documentos/23f-desclasificado/02_2026_transcripcion_de_conversacion_telefonica_de_presuntamente_garcia_carres_y_tejero.pdf,https://23fbuscador.rtve.es/document/ocr/1694/original,data/raw/pdfs_rtve/rtve_1694.pdf,234324,True,234324,
